IsoCode,Economy,basket_combined_simplified,basket_current,Unit,ITURegion,LDC,LLDC,SIDS,Income_2021,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GBR,United Kingdom,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,16.49,12.6,12.6,15.09,14.96,16.47,19.01,19.34,12.75
GBR,United Kingdom,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,20.32,16.45,15.28,16.19,15.44,17.34,20.01,18.99,13.98
GBR,United Kingdom,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Europe countries,NA,NA,NA,High income,0.95,1,1.03,1.14,1.39,1.22,0.5,0.4,0.4,0.46,0.54,0.5,0.48,0.39
GBR,United Kingdom,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Europe countries,NA,NA,NA,High income,29.62,32.86,30.26,32.46,38.88,34.58,12.6,12.6,12.6,14.96,17.74,16.47,16.76,12.75
GBR,United Kingdom,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Europe countries,NA,NA,NA,High income,37.1,35.39,42.62,34.88,37.96,42.6,16.5,15.3,13.5,15.44,18.68,17.34,16.46,13.98
GBR,United Kingdom,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.62,0.59,0.39
GBR,United Kingdom,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74,20.28,20.63,12.75
GBR,United Kingdom,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68,21.35,20.25,13.98
GBR,United Kingdom,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.74,0.7,0.58
GBR,United Kingdom,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.54,24.08,24.5,19.12
GBR,United Kingdom,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Europe countries,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.68,25.35,24.05,20.97
GEO,Georgia,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Europe countries,NA,NA,NA,Upper middle income,22.9,19.92,3.78,3.55,4.42,4.05,4.57,3.84,3.2,3.28,3.1,3.44,2.79,2.84
GEO,Georgia,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Europe countries,NA,NA,NA,Upper middle income,94.12,92.2,18.75,17.82,24.48,24.96,30.77,33.23,30.8,30.54,NA,NA,31.45,30.26
GEO,Georgia,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Europe countries,NA,NA,NA,Upper middle income,46.95,42.17,8.44,8.44,12.11,12.03,14.16,11.9,10.98,10.36,10.65,11.84,9.62,9.02
GEO,Georgia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,3.04,2.74,0.71,1.23,0.64,0.8,0.8,0.56,0.85
GEO,Georgia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,18.72,18.46,6.15,11.85,5.94,NA,NA,6.29,9.08
GEO,Georgia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,9.02,8.5,2.2,4.22,2.02,2.76,2.76,1.92,2.71
GEO,Georgia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Europe countries,NA,NA,NA,Upper middle income,6.79,5.87,5.2,4.32,2.24,2.06,1.9,1.4,1.4,1.47,0.84,0.84,0.68,0.69
GEO,Georgia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Europe countries,NA,NA,NA,Upper middle income,27.91,27.33,25.81,21.63,12.43,12.67,12.5,12.5,13.8,13.71,NA,NA,7.67,7.38
GEO,Georgia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Europe countries,NA,NA,NA,Upper middle income,13.93,12.42,6.1,11.62,10.25,6.11,5.7,4.5,4.9,4.65,2.89,2.89,2.35,2.2
GEO,Georgia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,2.29,1.86,1.89
GEO,Georgia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.97,20.18
GEO,Georgia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87,7.89,6.41,6.01
GEO,Georgia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,2.29,1.86,1.89
GEO,Georgia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.97,20.18
GEO,Georgia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Europe countries,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05,7.89,6.41,6.01
GHA,Ghana,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Africa,NA,NA,NA,Lower middle income,62.05,44.44,30.04,26.65,27.49,22.94,17.44,13.85,18.97,18.51,10.44,NA,12.81,12.71
GHA,Ghana,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Africa,NA,NA,NA,Lower middle income,111.58,93.24,60.19,57.11,77.13,70.12,66.44,66.44,68.95,71.23,51.32,NA,61.86,68.8
GHA,Ghana,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Africa,NA,NA,NA,Lower middle income,60.5,44.44,31.54,31.54,36.2,33.27,23.11,18.35,23.4,22.99,18.54,NA,21.47,23.52
GHA,Ghana,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,7.06,4.98,3.96,4.46,3.7,4.91,4.91,2.03,2.33
GHA,Ghana,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,21.57,18.98,18.98,16.22,14.25,24.15,24.15,9.82,12.64
GHA,Ghana,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,10.24,6.6,5.24,5.51,4.6,8.72,8.72,3.41,4.32
GHA,Ghana,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Africa,NA,NA,NA,Lower middle income,11.09,7.89,7.35,5.94,4.24,3.54,2.7,2.2,2.4,2.03,3.3,3.3,2.96,2.58
GHA,Ghana,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Africa,NA,NA,NA,Lower middle income,19.95,16.18,14.73,12.73,11.9,10.82,10.4,10.4,8.9,7.79,16.23,16.23,14.27,13.97
GHA,Ghana,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Africa,NA,NA,NA,Lower middle income,10.82,7.89,5.13,7.72,7.03,5.13,3.6,2.9,3,2.51,5.86,5.86,4.95,4.78
GHA,Ghana,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,3.16,1.92,1.65
GHA,Ghana,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.55,15.55,9.28,8.95
GHA,Ghana,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,5.62,3.22,3.06
GHA,Ghana,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.2,4.19,4.7
GHA,Ghana,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.47,30.47,20.22,25.43
GHA,Ghana,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Africa,NA,NA,NA,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.01,11.01,7.02,8.69
GIB,Gibraltar,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02,32.02,35.45,48.94
GIB,Gibraltar,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.03,40.03,22.79,20.97
GIB,Gibraltar,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,19.85,19.22,22.37
GIB,Gibraltar,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.43,30.69,21.2,27.97
GIB,Gibraltar,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GIB,Gibraltar,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Other Economies,NA,NA,NA,High income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.03,40.03,37.98,39.15
GIN,Guinea,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,130.46,22.54,11.83,16.85,16.85,12.5,11.03
GIN,Guinea,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,110.64,19.76,18.5,23.02,23.02,25.91,23.72
GIN,Guinea,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,51.1,8.83,8.09,11.65,11.65,10.15,9.55
GIN,Guinea,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,57.9,25.48,23.88,22.54,11.83,4.4,4.4,6.51,5.74
GIN,Guinea,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,46.84,20.25,20.25,19.76,18.5,6.02,6.02,13.5,12.35
GIN,Guinea,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,21.71,9.98,9.35,8.83,8.09,3.05,3.05,5.29,4.98
GIN,Guinea,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,14.3,13.9,13.3,6.9,6.52,6.52,5.29,4.67
GIN,Guinea,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,11.4,11.8,11.7,10.78,8.91,8.91,10.96,10.03
GIN,Guinea,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,5.6,5.4,5.2,4.71,4.51,4.51,4.29,4.04
GIN,Guinea,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,7.19,5.83,5.15
GIN,Guinea,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82,9.82,12.09,11.07
GIN,Guinea,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,4.97,4.74,4.46
GIN,Guinea,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,12.71,10.31,9.1
GIN,Guinea,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36,17.36,21.38,19.57
GIN,Guinea,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,8.79,8.37,7.88
GMB,Gambia,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,100.12,86.35,50.56,98.06,NA,NA,NA,NA,NA
GMB,Gambia,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,124.89,83.26,117.07,NA,NA,NA,NA,NA
GMB,Gambia,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,41.72,35.94,21.05,37.34,NA,NA,NA,NA,NA
GMB,Gambia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,166.86,143.92,NA,163.43,15.73,9.22,9.22,8.37,12.18
GMB,Gambia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,217.02,208.16,NA,195.12,20.27,17.36,17.36,15.66,23.35
GMB,Gambia,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,69.53,59.9,NA,62.24,5.9,5.38,5.38,5.02,7.91
GMB,Gambia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,13.62,12.7,12.2,15.8,NA,6.76,6.76,6.14,7.03
GMB,Gambia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,18.3,20.2,18.9,NA,12.72,12.72,11.48,13.49
GMB,Gambia,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,5.68,5.3,5.1,6,NA,3.94,3.94,3.68,4.57
GMB,Gambia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,12.5,11.34,11.03
GMB,Gambia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.52,23.52,21.23,21.15
GMB,Gambia,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29,7.29,6.8,7.16
GMB,Gambia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.79,21.79,19.78,25.44
GMB,Gambia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.01,41.01,37.01,48.78
GMB,Gambia,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Africa,LDC,NA,NA,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,12.71,11.86,16.52
GNB,Guinea-Bissau,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,123.58,127.97,106.98,240.09,NA,72.6,72.6,69.07,71.05
GNB,Guinea-Bissau,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,120.77,120.77,287.82,NA,104.15,104.15,122.67,112.56
GNB,Guinea-Bissau,Fixed-broadband basket,Fixed-broadband basket (5GB),USD,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,58.7,58.66,49.03,118.04,NA,45.38,45.38,43.58,46.35
GNB,Guinea-Bissau,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),GNIpc,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,127.27,102.89,31.24,28.79,25.91,24.65,8.45
GNB,Guinea-Bissau,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),PPP,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,143.68,123.35,40.99,41.3,37.17,43.78,13.39
GNB,Guinea-Bissau,Data-only mobile-broadband basket,Data-only mobile-broadband basket (2GB),USD,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,58.33,50.59,17.18,17.99,16.2,15.56,5.51
GNB,Guinea-Bissau,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),GNIpc,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,31.09,32.2,26.9,34.5,31.46,22.01,19.09,18.16,22.25
GNB,Guinea-Bissau,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),PPP,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,30.4,30.4,41.4,41.28,31.57,27.38,32.25,35.26
GNB,Guinea-Bissau,Mobile-cellular low-usage basket,Mobile-cellular low-usage basket (70 min + 20 SMS),USD,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,14.77,14.8,12.3,17,17.3,13.76,11.93,11.46,14.52
GNB,Guinea-Bissau,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),GNIpc,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34,26.34,22.84,8.45
GNB,Guinea-Bissau,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),PPP,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.79,37.79,40.57,13.39
GNB,Guinea-Bissau,Mobile data and voice low-consumption basket,Mobile data and voice low-consumption basket (70 min + 20 SMS + 500 MB),USD,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.47,16.47,14.41,5.51
GNB,Guinea-Bissau,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),GNIpc,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.04,61.04,37.19,8.45
GNB,Guinea-Bissau,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),PPP,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.56,87.56,66.05,13.39
GNB,Guinea-Bissau,Mobile data and voice high-consumption basket,Mobile data and voice high-consumption basket (140 min + 70 SMS + 2 GB),USD,Africa,LDC,NA,SIDS,Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.15,38.15,23.47,5.51
GNQ,Equatorial Guinea,Fixed-broadband basket,Fixed-broadband basket (5GB),GNIpc,Africa,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,24.51,14.26,11.92,9.47,18.98,NA,NA,17.5,20.6
GNQ,Equatorial Guinea,Fixed-broadband basket,Fixed-broadband basket (5GB),PPP,Africa,NA,NA,NA,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,173.84,188.03,NA,NA,175.38,169.46
